Gene.Symbol	Locus.ID	Cytoband	Entrez.IDs
ERI3	79033	1p34.1	79033
RNF220	55182	1p34.1	55182
MIR5584	-160	1p34.1	100847089
TMEM53	79639	1p34.1	79639
C1orf228	339541	1p34.1	339541
KIF2C	11004	1p34.1	11004
BEST4	266675	1p34.1	266675
BTBD19	-165	1p34.1	149478
PLK3	1263	1p34.1	1263
RPS8	6202	1p34.1	6202
SNORD38A	-163	1p34.1	94162
SNORD38B	-164	1p34.1	94163
SNORD46|ENSG00000200913.1	-162	1p34.1	SNORD46|ENSG00000200913.1
SNORD55	-161	1p34.1	26811
TCTEX1D4	343521	1p34.1	343521
PTCH2	8643	1p34.1	8643
EIF2B3	8891	1p34.1	8891
RNA5SP47	-166	1p34.1	100873286
HECTD3	79654	1p34.1	79654
UROD	7389	1p34.1	7389
ZSWIM5	57643	1p34.1	57643
HPDL	84842	1p34.1	84842
MUTYH	4595	1p34.1	4595
TESK2	10420	1p34.1	10420
TOE1	114034	1p34.1	114034
snoU13|ENSG00000238945.1	-167	1p34.1	snoU13|ENSG00000238945.1
CCDC163P	126661	1p34.1	CCDC163P
MMACHC	25974	1p34.1	25974
PRDX1	5052	1p34.1	5052
AKR1A1	10327	1p34.1	10327
NASP	4678	1p34.1	4678
CCDC17	149483	1p34.1	149483
GPBP1L1	60313	1p34.1	60313
TMEM69	-168	1p34.1	51249
IPP	3652	1p34.1	3652
MAST2	23139	1p34.1	23139
PIK3R3	8503	1p34.1	8503
TSPAN1	10103	1p34.1	10103
POMGNT1	55624	1p34.1	55624
LURAP1	541468	1p34.1	541468
RAD54L	8438	1p34.1	8438
LRRC41	10489	1p34.1	10489
UQCRH	7388	1p34.1	7388
NSUN4	-169	1p33	387338
FAAH	2166	1p33	2166
LINC00505	-170	1p33	100874049
DMBX1	127343	1p33	127343
KNCN	-171	1p33	148930
MKNK1	8569	1p33	8569
MOB3C	148932	1p33	148932
ATPAF1	64756	1p33	64756
EFCAB14	9813	1p33	9813
TEX38	374973	1p33	374973
CYP4B1	1580	1p33	1580
CYP4Z2P	-172	1p33	163720
CYP4A11	1579	1p33	1579
CYP4X1	260293	1p33	260293
CYP4Z1	199974	1p33	199974
CYP4A22	-173	1p33	284541
LINC00853	-174	1p33	100874253
PDZK1IP1	10158	1p33	10158
TAL1	6886	1p33	6886
STIL	6491	1p33	6491
CMPK1	51727	1p33	51727
FOXE3	2301	1p33	2301
FOXD2	2306	1p33	2306
TRABD2B	-175	1p33	388630
SKINTL	-176	1p33	SKINTL
SLC5A9	200010	1p33	200010
SPATA6	54558	1p33	54558
AGBL4	84871	1p33	84871
BEND5	-177	1p33	79656
snoU13|ENSG00000239144.1	-178	1p33	snoU13|ENSG00000239144.1
ELAVL4	1996	1p33	1996
DMRTA2	63950	1p32.3	63950
FAF1	11124	1p32.3	11124
CDKN2C	1031	1p32.3	1031
MIR4421	-179	1p32.3	100616189
C1orf185	284546	1p32.3	284546
snoU13|ENSG00000238618.1	-180	1p32.3	snoU13|ENSG00000238618.1
RNF11	26994	1p32.3	26994
TTC39A	22996	1p32.3	22996
EPS15	2060	1p32.3	2060
OSBPL9	114883	1p32.3	114883
SNORA26|ENSG00000212624.1	-181	1p32.3	SNORA26|ENSG00000212624.1
NRD1	4898	1p32.3	NRD1
MIR761	-182	1p32.3	100313892
RAB3B	5865	1p32.3	5865
RNA5SP48	-183	1p32.3	100873287
RN7SL290P	-184	1p32.3	106481001
TXNDC12	51060	1p32.3	51060
KTI12	112970	1p32.3	112970
BTF3L4	91408	1p32.3	91408
ZFYVE9	9372	1p32.3	9372
RN7SL788P	-185	1p32.3	106481135
CC2D1B	200014	1p32.3	200014
ORC1	4998	1p32.3	4998
PRPF38A	-186	1p32.3	84950
ZCCHC11	23318	1p32.3	23318
snoU13|ENSG00000239063.1	-187	1p32.3	snoU13|ENSG00000239063.1
GPX7	2882	1p32.3	2882
FAM159A	348378	1p32.3	348378
SELRC1	-188	1p32.3	SELRC1
RN7SL62P	-189	1p32.3	106479246
ZYG11B	79699	1p32.3	79699
ZYG11A	440590	1p32.3	440590
ECHDC2	55268	1p32.3	55268
SCP2	6342	1p32.3	6342
MIR1273F	-190	1p32.3	100616156
MIR5095	-191	1p32.3	100616458
MIR1273G	-192	1p32.3	100616145
PODN	127435	1p32.3	127435
SLC1A7	6512	1p32.3	6512
CPT2	1376	1p32.3	1376
C1orf123	54987	1p32.3	54987
MAGOH	4116	1p32.3	4116
LRP8	-193	1p32.3	7804
SLC25A3P1	-194	1p32.3	163742
DMRTB1	63948	1p32.3	63948
GLIS1	148979	1p32.3	148979
NDC1	55706	1p32.3	55706
SNORA58|ENSG00000201003.1	-195	1p32.3	SNORA58|ENSG00000201003.1
YIPF1	54432	1p32.3	54432
DIO1	1733	1p32.3	1733
HSPB11	51668	1p32.3	51668
LRRC42	115353	1p32.3	115353
LDLRAD1	-196	1p32.3	388633
TMEM59	9528	1p32.3	9528
MIR4781	100616315	1p32.3	100616315
TCEANC2	127428	1p32.3	127428
CDCP2	-197	1p32.3	200008
CYB5RL	-198	1p32.3	606495
MRPL37	51253	1p32.3	51253
SSBP3	23648	1p32.3	23648
C1orf191	-199	1p32.3	C1orf191
SNORD112|ENSG00000252646.1	-200	1p32.3	SNORD112|ENSG00000252646.1
ACOT11	26027	1p32.3	26027
FAM151A	338094	1p32.3	338094
MROH7	-201	1p32.3	374977
TTC4	7268	1p32.3	7268
C1orf177	163747	1p32.3	C1orf177
PARS2	25973	1p32.3	25973
TTC22	55001	1p32.3	55001
DHCR24	1718	1p32.3	1718
TMEM61	199964	1p32.3	199964
BSND	-202	1p32.3	7809
PCSK9	255738	1p32.3	255738
USP24	23358	1p32.3	23358
MIR4422	100616272	1p32.3	100616272
RN7SKP291	-203	1p32.3	106480922
PPAP2B	8613	1p32.2	PPAP2B
PRKAA2	5563	1p32.2	5563
C1orf168	199920	1p32.2	199920
C8A	731	1p32.2	731
C8B	732	1p32.2	732
DAB1	1600	1p32.2	1600
OMA1	115209	1p32.2	115209
RN7SL713P	-204	1p32.1	106480381
TACSTD2	4070	1p32.1	4070
MYSM1	114803	1p32.1	114803
JUN	3725	1p32.1	3725
FGGY	55277	1p32.1	55277
MIR4711	100616409	1p32.1	100616409
HOOK1	51361	1p32.1	51361
CYP2J2	1573	1p32.1	1573
RN7SL475P	-205	1p32.1	106481845
C1orf87	127795	1p32.1	127795
NFIA	4774	1p31.3	4774
TM2D1	83941	1p31.3	83941
INADL	10207	1p31.3	INADL
RN7SL180P	-206	1p31.3	106480970
L1TD1	54596	1p31.3	54596
KANK4	163782	1p31.3	163782
USP1	7398	1p31.3	7398
DOCK7	85440	1p31.3	85440
ANGPTL3	27329	1p31.3	27329
ATG4C	84938	1p31.3	84938
LINC00466	-208	1p31.3	199899
RNA5SP49	-207	1p31.3	100873288
FOXD3	27022	1p31.3	27022
ALG6	29929	1p31.3	29929
ITGB3BP	23421	1p31.3	23421
EFCAB7	84455	1p31.3	84455
RN7SL488P	-209	1p31.3	106479401
DLEU2L	-210	1p31.3	79469
PGM1	5236	1p31.3	5236
RN7SL130P	-211	1p31.3	106479269
ROR1	4919	1p31.3	4919
UBE2U	148581	1p31.3	148581
CACHD1	57685	1p31.3	57685
MIR4794	-212	1p31.3	100616338
RAVER2	55225	1p31.3	55225
JAK1	3716	1p31.3	3716
MIR3671	100500854	1p31.3	100500854
AK4	205	1p31.3	205
DNAJC6	9829	1p31.3	9829
LEPROT	-213	1p31.3	54741
LEPR	54741	1p31.3	3953
snoU13|ENSG00000238931.1	-214	1p31.3	snoU13|ENSG00000238931.1
RN7SL854P	-215	1p31.3	106480383
PDE4B	5142	1p31.3	5142
SGIP1	84251	1p31.3	84251
MIR3117	-216	1p31.3	100422871
TCTEX1D1	200132	1p31.3	200132
INSL5	10022	1p31.3	10022
WDR78	79819	1p31.3	79819
MIER1	57708	1p31.3	57708
SLC35D1	23169	1p31.3	23169
C1orf141	400757	1p31.3	400757
SNORA31|ENSG00000252433.1	-217	1p31.3	SNORA31|ENSG00000252433.1
IL23R	149233	1p31.3	149233
RNU4ATAC4P	-218	1p31.3	106479539
IL12RB2	3595	1p31.3	3595
SERBP1	26135	1p31.3	26135
RN7SL392P	-219	1p31.3	106480506
GADD45A	1647	1p31.3	1647
GNG12	55970	1p31.3	55970
DIRAS3	9077	1p31.3	9077
WLS	79971	1p31.3	79971
MIR1262	-220	1p31.3	100302279
RPE65	6121	1p31.3	6121
DEPDC1	55635	1p31.2	55635
LRRC7	57554	1p31.1	57554
RN7SL538P	-221	1p31.1	106480517
PIN1P1	-222	1p31.1	5301
LRRC40	55631	1p31.1	55631
RN7SL242P	-223	1p31.1	106480496
SRSF11	9295	1p31.1	9295
ANKRD13C	81573	1p31.1	81573
HHLA3	11147	1p31.1	11147
CTH	1491	1p31.1	1491
PTGER3	5733	1p31.1	5733
ZRANB2	9406	1p31.1	9406
MIR186	-224	1p31.1	406962
NEGR1	-225	1p31.1	257194
RN7SKP19	-226	1p31.1	106479103
RNA5SP50	-227	1p31.1	106478992
RNU4ATAC8P	-228	1p31.1	106481157
LRRIQ3	127255	1p31.1	127255
FPGT	8790	1p31.1	8790
TNNI3K	100526835	1p31.1	51086
LRRC53	-229	1p31.1	100144878
C1orf173	127254	1p31.1	C1orf173
CRYZ	1429	1p31.1	1429
TYW3	127253	1p31.1	127253
LHX8	431707	1p31.1	431707
SLC44A5	204962	1p31.1	204962
ACADM	34	1p31.1	34
RABGGTB	5876	1p31.1	5876
SNORD45C	-230	1p31.1	692085
SNORD45A	-231	1p31.1	26805
SNORD45B	-232	1p31.1	26804
MSH4	4438	1p31.1	4438
ASB17	127247	1p31.1	127247
ST6GALNAC3	-233	1p31.1	256435
ST6GALNAC5	-234	1p31.1	81849
PIGK	10026	1p31.1	10026
AK5	26289	1p31.1	26289
ZZZ3	26009	1p31.1	26009
RNA5SP20	-235	1p31.1	100873275
RN7SL370P	-236	1p31.1	106481024
USP33	23032	1p31.1	23032
FAM73A	374986	1p31.1	FAM73A
RNA5SP21	-237	1p31.1	100873276
NEXN	91624	1p31.1	91624
FUBP1	8880	1p31.1	8880
DNAJB4	-238	1p31.1	11080
GIPC2	-239	1p31.1	54810
RNA5SP22	-240	1p31.1	100873277
PTGFR	5737	1p31.1	5737
RNA5SP23	-241	1p31.1	100873278
IFI44L	10964	1p31.1	10964
IFI44	10561	1p31.1	10561
ELTD1	64123	1p31.1	ELTD1
RN7SKP247	-242	1p31.1	106479205
LPHN2	23266	1p31.1	LPHN2
TTLL7	-243	1p31.1	79739
PRKACB	5567	1p31.1	5567
SNORA2|ENSG00000199959.1	-244	1p31.1	SNORA2|ENSG00000199959.1
SAMD13	148418	1p31.1	148418
UOX	-245	1p31.1	391051
DNASE2B	58511	1p31.1	58511
RPF1	-246	1p22.3	80135
GNG5	2787	1p22.3	2787
SPATA1	-247	1p22.3	100505741
CTBS	-248	1p22.3	1486
C1orf180	439927	1p22.3	C1orf180
SSX2IP	117178	1p22.3	117178
LPAR3	23566	1p22.3	23566
MCOLN2	255231	1p22.3	255231
WDR63	126820	1p22.3	126820
MCOLN3	55283	1p22.3	55283
MIR4423	100616481	1p22.3	100616481
SYDE2	84144	1p22.3	84144
C1orf52	-249	1p22.3	148423
BCL10	8915	1p22.3	8915
DDAH1	23576	1p22.3	23576
CYR61	3491	1p22.3	3491
SNORD81|ENSG00000199934.1	-250	1p22.3	SNORD81|ENSG00000199934.1
ZNHIT6	54680	1p22.3	54680
COL24A1	255631	1p22.3	255631
RNA5SP51	-251	1p22.3	100873289
ODF2L	57489	1p22.3	57489
CLCA2	9635	1p22.3	9635
CLCA1	1179	1p22.3	1179
CLCA4	22802	1p22.3	22802
CLCA3P	9629	1p22.3	9629
SH3GLB1	51100	1p22.3	51100
HS2ST1	9653	1p22.3	9653
LMO4	8543	1p22.3	8543
RNA5SP52	-252	1p22.3	100873290
RN7SL583P	-253	1p22.2	106481082
PKN2	5586	1p22.2	5586
GTF2B	2959	1p22.2	2959
CCBL2	56267	1p22.2	CCBL2
RBMXL1	494115	1p22.2	494115
GBP3	2635	1p22.2	2635
GBP1	2633	1p22.2	2633
GBP2	2634	1p22.2	2634
GBP7	388646	1p22.2	388646
GBP4	115361	1p22.2	115361
GBP5	115362	1p22.2	115362
GBP6	-254	1p22.2	163351
GBP1P1	-255	1p22.2	400759
LRRC8B	23507	1p22.2	23507
LRRC8C	84230	1p22.2	84230
snoU13|ENSG00000239176.1	-256	1p22.2	snoU13|ENSG00000239176.1
LRRC8D	55144	1p22.2	55144
RN7SKP272	-257	1p22.2	106479217
ZNF326	284695	1p22.2	284695
U3|ENSG00000199666.1	-258	1p22.2	U3|ENSG00000199666.1
BARHL2	-259	1p22.2	343472
ZNF644	84146	1p22.2	84146
HFM1	164045	1p22.2	164045
CDC7	8317	1p22.2	8317
TGFBR3	7049	1p22.1	7049
RN7SL653P	-260	1p22.1	106481101
RN7SL235P	-261	1p22.1	RN7SL235P
BRDT	676	1p22.1	676
EPHX4	253152	1p22.1	253152
BTBD8	284697	1p22.1	284697
KIAA1107	23285	1p22.1	23285
C1orf146	388649	1p22.1	388649
ACTBP12	-262	1p22.1	100462767
GLMN	11146	1p22.1	11146
RPAP2	-263	1p22.1	79871
RN7SL824P	-264	1p22.1	106481146
GFI1	2672	1p22.1	2672
EVI5	7813	1p22.1	7813
RPL5	6125	1p22.1	6125
SNORD21	-265	1p22.1	6083
SNORA66|ENSG00000251795.1	-266	1p22.1	SNORA66|ENSG00000251795.1
SNORA66|ENSG00000207523.1	-267	1p22.1	SNORA66|ENSG00000207523.1
FAM69A	388650	1p22.1	388650
SNORA51|ENSG00000207022.1	-268	1p22.1	SNORA51|ENSG00000207022.1
RN7SL692P	-269	1p22.1	106479476
RN7SKP123	-270	1p22.1	106479149
MTF2	22823	1p22.1	22823
TMED5	50999	1p22.1	50999
CCDC18	343099	1p22.1	343099
DR1	-271	1p22.1	1810
FNBP1L	54874	1p22.1	54874
RNA5SP53	-272	1p22.1	100873291
BCAR3	8412	1p22.1	8412
MIR760	100126348	1p22.1	100126348
DNTTIP2	-273	1p22.1	30836
GCLM	-274	1p22.1	2730
ABCA4	24	1p22.1	24
ARHGAP29	-275	1p22.1	9411
RN7SL440P	-276	1p22.1	106481042
snoU13|ENSG00000238389.1	-277	1p22.1	snoU13|ENSG00000238389.1
ABCD3	5825	1p21.3	5825
F3	2152	1p21.3	2152
MIR378G	100616321	1p21.3	100616321
SLC44A3	126969	1p21.3	126969
CNN3	1266	1p21.3	1266
ALG14	-278	1p21.3	199857
TMEM56	148534	1p21.3	148534
RWDD3	25950	1p21.3	25950
RN7SL831P	-279	1p21.3	106481862
RN7SKP270	-280	1p21.3	106479216
PTBP2	58155	1p21.3	58155
DPYD	1806	1p21.3	1806
MIR137HG	100616452	1p21.3	400765
SNX7	51375	1p21.3	51375
LPPR5	-281	1p21.3	LPPR5
LPPR4	9890	1p21.2	LPPR4
PALMD	54873	1p21.2	54873
FRRS1	391059	1p21.2	391059
AGL	178	1p21.2	178
SLC35A3	23443	1p21.2	23443
HIAT1	64645	1p21.2	HIAT1
SASS6	163786	1p21.2	163786
TRMT13	54482	1p21.2	54482
LRRC39	127495	1p21.2	127495
DBT	1629	1p21.2	1629
RTCA	8634	1p21.2	8634
MIR553	-282	1p21.2	693138
CDC14A	8556	1p21.2	8556
GPR88	54112	1p21.2	54112
VCAM1	7412	1p21.2	7412
EXTL2	2135	1p21.2	2135
SLC30A7	148867	1p21.2	148867
DPH5	-283	1p21.2	51611
SCARNA16|ENSG00000252765.1	-284	1p21.2	SCARNA16|ENSG00000252765.1
snoU13|ENSG00000238296.1	-285	1p21.2	snoU13|ENSG00000238296.1
S1PR1	1901	1p21.2	1901
OLFM3	118427	1p21.1	118427
COL11A1	1301	1p21.1	1301
RN7SKP285	-286	1p21.1	106480920
AMY1A	276	1p21.1	276
AMY1B	277	1p21.1	277
AMY1C	278	1p21.1	278
AMY2A	279	1p21.1	279
AMY2B	280	1p21.1	280
RNPC3	55599	1p21.1	55599
PRMT6	55170	1p13.3	55170
NTNG1	22854	1p13.3	22854
VAV3	10451	1p13.3	10451
SLC25A24	29957	1p13.3	29957
NBPF4	148545	1p13.3	148545
SLC25A24P1	-287	1p13.3	727941
NBPF5P	-288	1p13.3	100507044
NBPF6	653149	1p13.3	653149
FAM102B	284611	1p13.3	284611
HENMT1	113802	1p13.3	113802
PRPF38B	55119	1p13.3	55119
FNDC7	163479	1p13.3	163479
STXBP3	6814	1p13.3	6814
AKNAD1	254268	1p13.3	254268
SPATA42	-289	1p13.3	642864
GPSM2	29899	1p13.3	29899
CLCC1	23155	1p13.3	23155
WDR47	22911	1p13.3	22911
TAF13	-290	1p13.3	6884
C1orf194	127003	1p13.3	127003
KIAA1324	-293	1p13.3	57535
SCARNA2	-292	1p13.3	677766
TMEM167B	-291	1p13.3	56900
SARS	6301	1p13.3	6301
CELSR2	1952	1p13.3	1952
PSRC1	84722	1p13.3	84722
MYBPHL	343263	1p13.3	343263
SORT1	6272	1p13.3	6272
PSMA5	5686	1p13.3	5686
SYPL2	284612	1p13.3	284612
ATXN7L2	127002	1p13.3	127002
CYB561D1	284613	1p13.3	284613
AMIGO1	57463	1p13.3	57463
GPR61	83873	1p13.3	83873
GNAI3	-294	1p13.3	2773
RNU6V	-295	1p13.3	6071
MIR197	406974	1p13.3	406974
GNAT2	2780	1p13.3	2780
AMPD2	271	1p13.3	271
GSTM1	2944	1p13.3	2944
GSTM2	2946	1p13.3	2946
GSTM4	2948	1p13.3	2948
GSTM5	2949	1p13.3	2949
GSTM3	2947	1p13.3	2947
EPS8L3	79574	1p13.3	79574
CSF1	1435	1p13.3	1435
AHCYL1	10768	1p13.3	10768
STRIP1	85369	1p13.3	85369
ALX3	-296	1p13.3	257
UBL4B	164153	1p13.3	164153
SLC6A17	388662	1p13.3	388662
KCNC4	3749	1p13.3	3749
SNORA25|ENSG00000200536.1	-297	1p13.3	SNORA25|ENSG00000200536.1
RBM15	64783	1p13.3	64783
SLC16A4	9122	1p13.3	9122
LAMTOR5	10542	1p13.3	10542
PROK1	84432	1p13.3	84432
CYMP	-298	1p13.3	643160
KCNA10	3744	1p13.3	3744
KCNA2	3737	1p13.3	3737
KCNA3	3738	1p13.3	3738
CD53	963	1p13.3	963
LRIF1	55791	1p13.3	55791
RNA5SP54	-299	1p13.3	100873292
DRAM2	128338	1p13.3	128338
CEPT1	10390	1p13.3	10390
DENND2D	-300	1p13.3	79961
CHI3L2	1117	1p13.3	1117
CHIAP2	149620	1p13.2	149620
CHIA	27159	1p13.2	27159
PIFO	128344	1p13.2	128344
PGCP1	-301	1p13.2	441897
OVGP1	5016	1p13.2	5016
WDR77	79084	1p13.2	79084
ATP5F1	-302	1p13.2	515
C1orf162	128346	1p13.2	128346
ADORA3	140	1p13.2	140
RAP1A	5906	1p13.2	5906
FAM212B	55924	1p13.2	55924
DDX20	11218	1p13.2	11218
KCND3	3752	1p13.2	3752
snoU13|ENSG00000239111.1	-303	1p13.2	snoU13|ENSG00000239111.1
snoU13|ENSG00000238761.1	-304	1p13.2	snoU13|ENSG00000238761.1
CTTNBP2NL	55917	1p13.2	55917
WNT2B	-305	1p13.2	7482
ST7L	54879	1p13.2	54879
CAPZA1	829	1p13.2	829
snoU13|ENSG00000238975.1	-306	1p13.2	snoU13|ENSG00000238975.1
MOV10	4343	1p13.2	4343
RHOC	389	1p13.2	389
PPM1J	333926	1p13.2	333926
FAM19A3	284467	1p13.2	284467
SLC16A1	6566	1p13.2	6566
LRIG2	-307	1p13.2	9860
MAGI3	260425	1p13.2	260425
PHTF1	10745	1p13.2	10745
RSBN1	54665	1p13.2	54665
PTPN22	26191	1p13.2	26191
BCL2L15	-308	1p13.2	440603
AP4B1	10717	1p13.2	10717
DCLRE1B	64858	1p13.2	64858
HIPK1	204851	1p13.2	204851
OLFML3	56944	1p13.2	56944
SYT6	148281	1p13.2	148281
TRIM33	51592	1p13.2	51592
BCAS2	10286	1p13.2	10286
DENND2C	-309	1p13.2	163259
AMPD1	270	1p13.2	270
RN7SL432P	-310	1p13.2	106481041
NRAS	4893	1p13.2	4893
CSDE1	7812	1p13.2	7812
SIKE1	80143	1p13.2	80143
SYCP1	6847	1p13.2	6847
TSHB	7252	1p13.2	7252
TSPAN2	10100	1p13.2	10100
NGF	4803	1p13.2	4803
RN7SL420P	-311	1p13.1	106479377
SNORA42|ENSG00000207502.1	-312	1p13.1	SNORA42|ENSG00000207502.1
VANGL1	81839	1p13.1	81839
CASQ2	845	1p13.1	845
NHLH2	4808	1p13.1	4808
SLC22A15	55356	1p13.1	55356
MAB21L3	126868	1p13.1	126868
U3|ENSG00000221040.1	-313	1p13.1	U3|ENSG00000221040.1
ATP1A1	476	1p13.1	476
ATP1A1OS	-314	1p13.1	ATP1A1OS
CD58	965	1p13.1	965
MIR548AC	-315	1p13.1	100616384
IGSF3	3321	1p13.1	3321
MIR320B1	100302117	1p13.1	100302117
C1orf137	388667	1p13.1	388667
CD2	914	1p13.1	914
PTGFRN	5738	1p13.1	5738
RNA5SP55	-316	1p13.1	100873293
CD101	9398	1p13.1	9398
TTF2	-317	1p13.1	8458
MIR942	-318	1p13.1	100126331
TRIM45	80263	1p13.1	80263
VTCN1	79679	1p13.1	79679
MAN1A2	-319	1p12	10905
FAM46C	54855	1p12	54855
SNORA40|ENSG00000212266.1	-320	1p12	SNORA40|ENSG00000212266.1
GDAP2	54834	1p12	54834
WDR3	-321	1p12	10885
SPAG17	200162	1p12	200162
RNA5SP56	-322	1p12	100873294
TBX15	6913	1p12	6913
WARS2	10352	1p12	10352
snoU13|ENSG00000238679.1	-323	1p12	snoU13|ENSG00000238679.1
HAO2	51179	1p12	51179
HSD3B2	3284	1p12	3284
HSD3B1	3283	1p12	3283
LINC00622	-324	1p12	644242
ZNF697	90874	1p12	90874
PHGDH	26227	1p12	26227
HMGCS2	3158	1p12	3158
REG4	83998	1p12	83998
ADAM30	11085	1p12	11085
NOTCH2	4853	1p12	4853
ACP6	-341	1q21.2	51205
ANKRD20A12P	-327	1q21.1	100874392
ANKRD34A	284615	1q21.1	284615
ANKRD35	148741	1q21.1	148741
BCL9	607	1q21.2	607
BOLA1	51027	1q21.2	51027
CD160	11126	1q21.1	11126
CHD1L	9557	1q21.1	9557
FAM72B	653820	1p11.2	653820
FAM72C	-348	1q21.2	554282
FAM72D	728833	1q21.1	728833
FCGR1A	2209	1q21.2	2209
FCGR1B	-326	1p11.2	2210
FCGR1C	-347	1q21.2	FCGR1C
FMO5	2330	1q21.1	2330
GJA5	2702	1q21.2	2702
GJA8	2703	1q21.2	2703
GNRHR2	-334	1q21.1	114814
GPR89A	653519	1q21.1	653519
GPR89B	51463	1q21.2	51463
GPR89C	728932	1q21.1	GPR89C
HFE2	148738	1q21.1	148738
HIST2H2AA3	-350	1q21.2	8337
HIST2H2AA4	723790	1q21.2	723790
HIST2H2AB	317772	1q21.2	317772
HIST2H2AC	8338	1q21.2	8338
HIST2H2BA	-325	1p11.2	337875
HIST2H2BE	8349	1q21.2	8349
HIST2H2BF	440689	1q21.2	440689
HIST2H3A	-351	1q21.2	333932
HIST2H3C	-349	1q21.2	126961
HIST2H3D	653604	1q21.2	653604
HIST2H4A	8370	1q21.2	8370
HIST2H4B	554313	1q21.2	554313
HYDIN2	-339	1q21.1	100288805
ITGA10	8515	1q21.1	8515
LINC00623	-330	1q21.1	728855
LINC00624	-340	1q21.1	100289211
LIX1L	128077	1q21.1	128077
NBPF10	-333	1q21.1	100132406
NBPF11	200030	1q21.1	200030
NBPF12	149013	1q21.1	149013
NBPF14	25832	1q21.2	25832
NBPF15	-345	1q21.2	284565
NBPF16	284565	1q21.2	NBPF16
NBPF20	100288142	1q21.2	100288142
NBPF24	-343	1q21.2	NBPF24
NBPF8	-329	1q21.1	728841
NBPF9	400818	1q21.1	400818
NOTCH2NL	388677	1q21.1	388677
NUDT17	-335	1q21.1	200035
PDE4DIP	9659	1q21.1	9659
PDZK1P1	-337	1q21.1	100034743
PDZK1	5174	1q21.1	5174
PEX11B	8799	1q21.1	8799
PIAS3	10401	1q21.1	10401
POLR3C	10623	1q21.1	10623
POLR3GL	84265	1q21.1	84265
PPIAL4A	164022	1q21.2	653505
PPIAL4B	653505	1q21.1	PPIAL4B
PPIAL4C	653598	1q21.2	653598
PPIAL4D	645142	1q21.2	645142
PPIAL4G	644591	1q21.1	644591
PRKAB2	5565	1q21.1	5565
RBM8A	9939	1q21.1	9939
RN7SKP88	-331	1q21.1	106480860
RN7SL261P	-342	1q21.2	106479316
RNA5SP57	-338	1q21.1	106480754
RNA5SP58	-344	1q21.2	RNA5SP58
RNA5SP59	-346	1q21.2	106480357
RNF115	-336	1q21.1	27246
SEC22B	-332	1q21.1	9554
SRGAP2B	-328	1q21.1	647135
SV2A	9900	1q21.2	9900
TXNIP	10628	1q21.1	10628
SF3B4	10262	1q21.2	10262
MTMR11	10903	1q21.2	10903
OTUD7B	-352	1q21.2	56957
VPS45	11311	1q21.2	11311
PLEKHO1	51177	1q21.2	51177
RN7SL480P	-353	1q21.2	106481757
ANP32E	81611	1q21.2	81611
CA14	23632	1q21.2	23632
snoU13|ENSG00000238526.1	-354	1q21.2	snoU13|ENSG00000238526.1
APH1A	51107	1q21.2	51107
C1orf54	79630	1q21.2	79630
C1orf51	148523	1q21.2	C1orf51
MRPS21	54460	1q21.2	54460
PRPF3	9129	1q21.2	9129
RPRD2	23248	1q21.3	23248
TARS2	80222	1q21.3	80222
ECM1	1893	1q21.3	1893
LINC00568	-355	1q21.3	LINC00568
ADAMTSL4	54507	1q21.3	54507
MIR4257	100422997	1q21.3	100422997
C1orf138	-356	1q21.3	C1orf138
RN7SL473P	-357	1q21.3	106479396
RN7SL600P	-358	1q21.3	106481086
MCL1	4170	1q21.3	4170
ENSA	2029	1q21.3	2029
SNORA40|ENSG00000253047.1	-359	1q21.3	SNORA40|ENSG00000253047.1
GOLPH3L	55204	1q21.3	55204
HORMAD1	84072	1q21.3	84072
CTSS	1520	1q21.3	1520
CTSK	1513	1q21.3	1513
ARNT	405	1q21.3	405
SETDB1	9869	1q21.3	9869
CERS2	29956	1q21.3	29956
ANXA9	8416	1q21.3	8416
FAM63A	55793	1q21.3	55793
PRUNE	58497	1q21.3	PRUNE
BNIPL	149428	1q21.3	149428
C1orf56	54964	1q21.3	54964
CDC42SE1	56882	1q21.3	56882
MLLT11	-360	1q21.3	10962
GABPB2	126626	1q21.3	126626
SEMA6C	10500	1q21.3	10500
LYSMD1	388695	1q21.3	388695
SCNM1	79005	1q21.3	79005
TNFAIP8L2	79626	1q21.3	79626
TMOD4	29765	1q21.3	29765
VPS72	6944	1q21.3	6944
PIP5K1A	8394	1q21.3	8394
PSMD4	5710	1q21.3	5710
ZNF687	57592	1q21.3	57592
PI4KB	5298	1q21.3	5298
RN7SL444P	-361	1q21.3	106479384
RFX5	5993	1q21.3	5993
POGZ	23126	1q21.3	23126
PSMB4	5692	1q21.3	5692
SELENBP1	8991	1q21.3	8991
RNY4P25	-362	1q21.3	100862665
CGN	57530	1q21.3	57530
SNORA44	-363	1q21.3	677825
TUFT1	7286	1q21.3	7286
MIR554	-364	1q21.3	693139
SNX27	81609	1q21.3	81609
CELF3	-365	1q21.3	11189
RIIAD1	284485	1q21.3	284485
MRPL9	65005	1q21.3	65005
OAZ3	51686	1q21.3	51686
TDRKH	11022	1q21.3	11022
LINGO4	-366	1q21.3	339398
RORC	6097	1q21.3	6097
C2CD4D	100191040	1q21.3	100191040
THEM5	284486	1q21.3	284486
THEM4	-367	1q21.3	117145
S100A10	6281	1q21.3	6281
NBPF18P	-368	1q21.3	441908
S100A11	6282	1q21.3	6282
