Approved symbol	Chromosome	NCBI Gene ID	Ensembl gene ID
AGAP2-AS1	12q14.1	100130776	ENSG00000255737
AGAP3	7q36.1	116988	ENSG00000133612
AGAP4	10q11.22	119016	ENSG00000188234
AGAP5	10q22.2	729092	ENSG00000172650
AGAP6	10q11.23	414189	ENSG00000204149
AGAP7P	10q11.22	653268	ENSG00000264204
AGAP9	10q11.22	642517	ENSG00000204172
AGAP10P	10q11.22	653234	ENSG00000230869
AGAP11	10q23.2	119385	ENSG00000271880
AGAP12P	10q11.22	414224	ENSG00000265018
AGAP13P	10q11.22	728005	ENSG00000243289
AGAP14P	10q11.22	653259	ENSG00000279058
AGBL1	15q25.3	123624	ENSG00000273540
AGBL1-AS1	15q25.3	727915	ENSG00000260125
AGBL2	11p11.2	79841	ENSG00000165923
AGBL3	7q33	340351	ENSG00000146856
AGBL4	1p33	84871	ENSG00000186094
AGBL4-AS1	1p33	101929721	ENSG00000230114
AGBL4-IT1	1p33		ENSG00000225623
AGBL5	2p23.3	60509	ENSG00000084693
AGBL5-AS1	2p23.3		ENSG00000231636
AGBL5-IT1	2p23.3		ENSG00000229122
AGER	6p21.32	177	ENSG00000204305
AGFG1	2q36.3	3267	ENSG00000173744
AGFG2	7q22.1	3268	ENSG00000106351
AGGF1	5q13.3	55109	ENSG00000164252
AGGF1P1	4q35.2	100132380	ENSG00000214273
AGGF1P2	10q26.3	644435	ENSG00000233435
AGGF1P3	3p12.3	391552	ENSG00000241532
AGGF1P4	16p11.1	100129351	ENSG00000261689
AGGF1P5	16p11.1	100128103	ENSG00000260680
AGGF1P6	16p11.1		ENSG00000259836
AGGF1P7	16p11.1	100132606	ENSG00000260994
AGGF1P8	16p11.2	100128804	ENSG00000261752
AGGF1P9	16p11.1	100127958	ENSG00000260427
AGGF1P10	20q11.1	100288774	ENSG00000282968
AGK	7q34	55750	ENSG00000006530
AGKP1	Yq11.221	359793	ENSG00000226555
AGL	1p21.2	178	ENSG00000162688
AGMAT	1p36.21	79814	ENSG00000116771
AGMO	7p21.2	392636	ENSG00000187546
AGO1	1p34.3	26523	ENSG00000092847
AGO2	8q24.3	27161	ENSG00000123908
AGO3	1p34.3	192669	ENSG00000126070
AGO4	1p34.3	192670	ENSG00000134698
AGPAT1	6p21.32	10554	ENSG00000204310
AGPAT2	9q34.3	10555	ENSG00000169692
AGPAT3	21q22.3	56894	ENSG00000160216
AGPAT4	6q26	56895	ENSG00000026652
AGPAT4-IT1	6q26	79992	ENSG00000279355
AGPAT5	8p23.1	55326	ENSG00000155189
AGPAT5P1	Yp11.2	646231	ENSG00000234652
AGPS	2q31.2	8540	ENSG00000018510
AGR2	7p21.1	10551	ENSG00000106541
AGR3	7p21.1	155465	ENSG00000173467
AGRN	1p36.33	375790	ENSG00000188157
AGRP	16q22.1	181	ENSG00000159723
AGT	1q42.2	183	ENSG00000135744
AGTPBP1	9q21.33	23287	ENSG00000135049
AGTR1	3q24	185	ENSG00000144891
AGTR2	Xq23	186	ENSG00000180772
AGTRAP	1p36.22	57085	ENSG00000177674
AGXT	2q37.3	189	ENSG00000172482
AGXT2	5p13.2	64902	ENSG00000113492
AHCTF1	1q44	25909	ENSG00000153207
AHCTF1P1	2q24.2	285116	ENSG00000226121
AHCY	20q11.22	191	ENSG00000101444
AHCYL1	1p13.3	10768	ENSG00000168710
AHCYL2	7q32.1	23382	ENSG00000158467
AHCYP1	10q11.22	340844	
AHCYP2	9q33.2	392387	ENSG00000238181
AHCYP3	2q12.1	402093	ENSG00000233955
AHCYP4	2q22.1	129560	ENSG00000232992
AHCYP5	2q32.3	391470	ENSG00000213107
AHCYP6	11q14.1	100419714	
AHCYP7	15q21.2	645486	ENSG00000259465
AHCYP8	1q44		ENSG00000242529
AHDC1	1p36.11-p35.3	27245	ENSG00000126705
AHI1	6q23.3	54806	ENSG00000135541
AHNAK	11q12.3	79026	ENSG00000124942
AHNAK2	14q32.33	113146	ENSG00000185567
AHR	7p21.1	196	ENSG00000106546
AHRR	5p15.33	57491	ENSG00000063438
AHSA1	14q24.3	10598	ENSG00000100591
AHSA2P	2p15	130872	ENSG00000173209
AHSG	3q27.3	197	ENSG00000145192
AHSP	16p11.2	51327	ENSG00000169877
AICDA	12p13.31	57379	ENSG00000111732
AIDA	1q41	64853	ENSG00000186063
AIDAP1	2p25.1	646050	ENSG00000230154
AIDAP2	4q32.1	646890	ENSG00000251429
AIDAP3	18p11.32	100128360	ENSG00000264189
AIF1	6p21.33	199	ENSG00000204472
AIF1L	9q34.12-q34.13	83543	ENSG00000126878
AIFM1	Xq26.1	9131	ENSG00000156709
AIFM1P1	10p12.31	645120	ENSG00000225509
AIFM2	10q22.1	84883	ENSG00000042286
AIFM3	22q11.21	150209	ENSG00000183773
AIG1	6q24.2	51390	ENSG00000146416
AIG1P1	5p13.1		ENSG00000249089
AIM2	1q23.1-q23.2	9447	ENSG00000163568
AIMP1	4q24	9255	ENSG00000164022
AIMP1P1	20p12.1	170547	ENSG00000234187
AIMP1P2	1q24.3	100873064	ENSG00000227177
AIMP2	7p22.1	7965	ENSG00000106305
AIP	11q13.2	9049	ENSG00000110711
AIPL1	17p13.2	23746	ENSG00000129221
AIRE	21q22.3	326	ENSG00000160224
AIRN	6q25.3	100271873	ENSG00000268257
AJAP1	1p36.32	55966	ENSG00000196581
AJM1	9q34.3	389813	ENSG00000232434
AJUBA	14q11.2	84962	ENSG00000129474
AK1	9q34.11	203	ENSG00000106992
AK2	1p35.1	204	ENSG00000004455
AK2P1	1p32.1	266920	
AK2P2	2p22.3	339736	ENSG00000242272
AK3	9p24.1	50808	ENSG00000147853
AK3P2	8q24.3	100419074	ENSG00000250115
AK3P3	7p15.3	100419075	ENSG00000230042
AK3P4	5q22.3	100129959	ENSG00000248722
AK3P5	10p11.22	100288319	ENSG00000228816
AK3P6	12q24.33	100873789	
AK4	1p31.3	205	ENSG00000162433
AK4P1	17q11.2	206	ENSG00000263535
AK4P2	5q11.2	100132104	ENSG00000249410
AK4P3	12p11.21	645619	ENSG00000233381
AK4P4	9p24.1	100128705	ENSG00000223621
AK4P5	6q14.1	100526416	ENSG00000217377
AK4P6	4q31.3	649288	ENSG00000235606
AK5	1p31.1	26289	ENSG00000154027
AK6	5q13.2	102157402	ENSG00000085231
AK6P1	12p11.1	100132086	ENSG00000256614
AK6P2	12q12	100128817	ENSG00000257173
AK7	14q32.2	122481	ENSG00000140057
AK8	9q34.13	158067	ENSG00000165695
AK9	6q21	221264	ENSG00000155085
AKAIN1	18p11.31	642597	ENSG00000231824
AKAP1	17q22	8165	ENSG00000121057
AKAP2	9q31.3	11217	
AKAP3	12p13.32	10566	ENSG00000111254
AKAP4	Xp11.22	8852	ENSG00000147081
AKAP5	14q23.3	9495	ENSG00000179841
AKAP6	14q12	9472	ENSG00000151320
AKAP7	6q23.2	9465	ENSG00000118507
AKAP8	19p13.12	10270	ENSG00000105127
AKAP8L	19p13.12	26993	ENSG00000011243
AKAP8P1	9p23	646114	ENSG00000234146
AKAP9	7q21.2	10142	ENSG00000127914
AKAP10	17p11.2	11216	ENSG00000108599
AKAP11	13q14.11	11215	ENSG00000023516
AKAP12	6q25.1	9590	ENSG00000131016
AKAP13	15q25.3	11214	ENSG00000170776
AKAP14	Xq24	158798	ENSG00000186471
AKAP17A	Xp22.33 and Yp11.32	8227	ENSG00000197976
AKAP17BP	Xq24	139516	ENSG00000214992
AKIP1	11p15.4	56672	ENSG00000166452
AKIRIN1	1p34.3	79647	ENSG00000174574
AKIRIN1P1	12q21.31	100418731	ENSG00000257786
AKIRIN1P2	Xq12		ENSG00000228125
AKIRIN2	6q15	55122	ENSG00000135334
AKIRIN2P1	4q31.23	100216487	ENSG00000251482
AKNA	9q32	80709	ENSG00000106948
AKNAD1	1p13.3	254268	ENSG00000162641
AKR1A1	1p34.1	10327	ENSG00000117448
AKR1B1	7q33	231	ENSG00000085662
AKR1B1P1	1q42.12	401982	ENSG00000229991
AKR1B1P2	3p12.3	236	ENSG00000213452
AKR1B1P3	11p15.2	729347	ENSG00000213785
AKR1B1P4	13q14.13	390402	ENSG00000237876
AKR1B1P5	14q23.1	390482	
AKR1B1P6	18p11.22	100129769	ENSG00000225212
AKR1B1P7	19q13.11	126242	ENSG00000266899
AKR1B1P8	Xq23	392525	ENSG00000231371
AKR1B10	7q33	57016	ENSG00000198074
AKR1B10P1	10q21.3	340888	ENSG00000213606
AKR1B10P2	18q22.1	643582	ENSG00000263355
AKR1B15	7q33	441282	ENSG00000227471
AKR1C1	10p15.1	1645	ENSG00000187134
AKR1C2	10p15.1	1646	ENSG00000151632
AKR1C3	10p15.1	8644	ENSG00000196139
AKR1C4	10p15.1	1109	ENSG00000198610
AKR1C5P	10p15.1	100996684	ENSG00000225418
AKR1C6P	10p15.1	389932	ENSG00000151631
AKR1C7P	10p15.1	648947	ENSG00000215267
AKR1C8P	10p15.1	340811	ENSG00000264006
AKR1D1	7q33	6718	ENSG00000122787
AKR1D1P1	1q24.2	80701	ENSG00000227776
AKR1E2	10p15.1	83592	ENSG00000165568
AKR7A2	1p36.13	8574	ENSG00000053371
AKR7A2P1	1p13.2	246182	ENSG00000229020
AKR7A3	1p36.13	22977	ENSG00000162482
AKR7L	1p36.13	246181	ENSG00000211454
AKT1	14q32.33	207	ENSG00000142208
AKT1S1	19q13.33	84335	ENSG00000204673
AKT2	19q13.2	208	ENSG00000105221
AKT3	1q43-q44	10000	ENSG00000117020
AKT3-IT1	1q44		ENSG00000228939
AKTIP	16q12.2	64400	ENSG00000166971
ALAD	9q32	210	ENSG00000148218
ALAS1	3p21.2	211	ENSG00000023330
ALAS2	Xp11.21	212	ENSG00000158578
ALB	4q13.3	213	ENSG00000163631
ALCAM	3q13.11	214	ENSG00000170017
ALDH1A1	9q21.13	216	ENSG00000165092
ALDH1A2	15q21.3	8854	ENSG00000128918
ALDH1A3	15q26.3	220	ENSG00000184254
ALDH1B1	9p13.1	219	ENSG00000137124
ALDH1L1	3q21.3	10840	ENSG00000144908
ALDH1L1-AS1	3q21.3		ENSG00000250218
ALDH1L1-AS2	3q21.3		ENSG00000246022
ALDH1L2	12q23.3	160428	ENSG00000136010
ALDH2	12q24.12	217	ENSG00000111275
ALDH3A1	17p11.2	218	ENSG00000108602
ALDH3A2	17p11.2	224	ENSG00000072210
ALDH3B1	11q13.2	221	ENSG00000006534
ALDH3B2	11q13.2	222	ENSG00000132746
ALDH4A1	1p36.13	8659	ENSG00000159423
ALDH5A1	6p22.3	7915	ENSG00000112294
ALDH6A1	14q24.3	4329	ENSG00000119711
ALDH7A1	5q23.2	501	ENSG00000164904
ALDH7A1P1	5q13.3	541	ENSG00000251400
ALDH7A1P2	2q31.1	542	ENSG00000232292
ALDH7A1P3	7q36.1	543	ENSG00000243853
ALDH7A1P4	10q21.2	544	ENSG00000234489
ALDH8A1	6q23.3	64577	ENSG00000118514
ALDH9A1	1q24.1	223	ENSG00000143149
ALDH16A1	19q13.33	126133	ENSG00000161618
ALDH18A1	10q24.1	5832	ENSG00000059573
ALDOA	16p11.2	226	ENSG00000149925
ALDOAP1	3p21.2	391538	ENSG00000242849
ALDOAP2	10q26.13	228	ENSG00000214297
ALDOB	9q31.1	229	ENSG00000136872
ALDOC	17q11.2	230	ENSG00000109107
ALG1	16p13.3	56052	ENSG00000033011
ALG1L	3q21.2	200810	ENSG00000189366
ALG1L2	3q22.1	644974	ENSG00000251287
ALG1L3P	4p16.1	100132066	ENSG00000251087
ALG1L5P	7p22.1	647415	ENSG00000226943
ALG1L6P	3p12.3	339879	ENSG00000238278
ALG1L7P	4p16.3	728263	ENSG00000251271
ALG1L8P	11q13.2	645015	ENSG00000227620
ALG1L9P	11q13.4	285407	ENSG00000254978
ALG1L10P	12p13.31		ENSG00000254016
ALG1L11P	8p23.1		ENSG00000249889
ALG1L12P	8p23.1	100421097	ENSG00000250794
ALG1L13P	8p23.1		ENSG00000253981
ALG1L14P	4p16.1	100996649	ENSG00000250268
ALG1L15P	3q25.31	730086	ENSG00000242017
ALG2	9q22.33	85365	ENSG00000119523
ALG3	3q27.1	10195	ENSG00000214160
ALG3P1	5p15.32	442131	ENSG00000251568
ALG5	13q13.3	29880	ENSG00000120697
ALG6	1p31.3	29929	ENSG00000088035
ALG8	11q14.1	79053	ENSG00000159063
ALG9	11q23.1	79796	ENSG00000086848
ALG9-IT1	11q23.1		ENSG00000254450
ALG10	12p11.1	84920	ENSG00000139133
ALG10B	12q12	144245	ENSG00000175548
ALG11	13q14.3	440138	ENSG00000253710
ALG12	22q13.33	79087	ENSG00000182858
ALG13	Xq23	79868	ENSG00000101901
ALG13-AS1	Xq23		ENSG00000229487
ALG14	1p21.3	199857	ENSG00000172339
ALG14-AS1	1p21.3	101928098	ENSG00000230427
ALK	2p23.2-p23.1	238	ENSG00000171094
ALKAL1	8q11.23	389658	ENSG00000196711
ALKAL2	2p25.3	285016	ENSG00000189292
ALKBH1	14q24.3	8846	ENSG00000100601
ALKBH2	12q24.11	121642	ENSG00000189046
ALKBH3	11p11.2	221120	ENSG00000166199
ALKBH3-AS1	11p11.2	100507300	ENSG00000244926
ALKBH4	7q22.1	54784	ENSG00000160993
ALKBH5	17p11.2	54890	ENSG00000091542
ALKBH6	19q13.12	84964	ENSG00000239382
ALKBH7	19p13.3	84266	ENSG00000125652
ALKBH8	11q22.3	91801	ENSG00000137760
ALLC	2p25.3	55821	ENSG00000151360
ALMS1	2p13.1	7840	ENSG00000116127
ALMS1-IT1	2p13.1	100874291	ENSG00000230002
ALMS1P1	2p13.1	200420	ENSG00000163016
ALOX5	10q11.21	240	ENSG00000012779
ALOX5AP	13q12.3	241	ENSG00000132965
ALOX12	17p13.1	239	ENSG00000108839
ALOX12-AS1	17p13.1	100506713	ENSG00000215067
ALOX12B	17p13.1	242	ENSG00000179477
ALOX12P1	17q11.2	243	ENSG00000264958
ALOX12P2	17p13.1	245	ENSG00000262943
ALOX15	17p13.2	246	ENSG00000161905
ALOX15B	17p13.1	247	ENSG00000179593
ALOX15P1	17p13.1	100652883	ENSG00000274114
ALOX15P2	9q22.31	642959	ENSG00000188101
ALOXE3	17p13.1	59344	ENSG00000179148
ALOXE3P1	17p13.1	100420216	
ALPG	2q37.1	251	ENSG00000163286
ALPI	2q37.1	248	ENSG00000163295
ALPK1	4q25	80216	ENSG00000073331
ALPK2	18q21.31-q21.32	115701	ENSG00000198796
ALPK3	15q25.3	57538	ENSG00000136383
ALPL	1p36.12	249	ENSG00000162551
ALPP	2q37.1	250	ENSG00000163283
ALPPP	2q37.1		
ALS2	2q33.1	57679	ENSG00000003393
ALS2CL	3p21.31	259173	ENSG00000178038
ALX1	12q21.31	8092	ENSG00000180318
ALX3	1p13.3	257	ENSG00000156150
ALX4	11p11.2	60529	ENSG00000052850
ALYREF	17q25.3	10189	ENSG00000183684
AMACR	5p13.2	23600	ENSG00000242110
AMBN	4q13.3	258	ENSG00000178522
AMBP	9q32	259	ENSG00000106927
AMBRA1	11p11.2	55626	ENSG00000110497
AMD1	6q21	262	ENSG00000123505
AMD1P1	10p12.31	100133024	ENSG00000228339
AMD1P2	Xq28 and Yq12	263	ENSG00000237801
AMD1P3	5p12	728931	ENSG00000249286
AMD1P4	6p24.1	100129761	ENSG00000215124
AMDHD1	12q23.1	144193	ENSG00000139344
AMDHD2	16p13.3	51005	ENSG00000162066
AMELX	Xp22.2	265	ENSG00000125363
AMELY	Yp11.2	266	ENSG00000099721
AMER1	Xq11.2	139285	ENSG00000184675
AMER2	13q12.13	219287	ENSG00000165566
AMER3	2q21.1	205147	ENSG00000178171
AMFR	16q13	267	ENSG00000159461
AMH	19p13.3	268	ENSG00000104899
AMHR2	12q13.13	269	ENSG00000135409
AMIGO1	1p13.3	57463	ENSG00000181754
AMIGO2	12q13.11	347902	ENSG00000139211
AMIGO3	3p21.31	386724	ENSG00000176020
AMLCR2	16q22		
AMMECR1	Xq23	9949	ENSG00000101935
AMMECR1-IT1	Xq23		ENSG00000224142
AMMECR1L	2q14.3	83607	ENSG00000144233
AMMECR1LP1	13q32.1	100420921	ENSG00000233273
AMN	14q32.32	81693	ENSG00000166126
AMN1	12p11.21	196394	ENSG00000151743
AMOT	Xq23	154796	ENSG00000126016
AMOTL1	11q21	154810	ENSG00000166025
AMOTL2	3q22.2	51421	ENSG00000114019
AMPD1	1p13.2	270	ENSG00000116748
AMPD2	1p13.3	271	ENSG00000116337
AMPD3	11p15.4	272	ENSG00000133805
AMPH	7p14.1	273	ENSG00000078053
AMT	3p21.31	275	ENSG00000145020
AMTN	4q13.3	401138	ENSG00000187689
AMY1A	1p21.1	276	ENSG00000237763
AMY1B	1p21.1	277	ENSG00000174876
AMY1C	1p21.1	278	ENSG00000187733
AMY2A	1p21.1	279	ENSG00000243480
AMY2B	1p21.1	280	ENSG00000240038
AMYP1	1p21.1	281	ENSG00000227408
AMZ1	7p22.3	155185	ENSG00000174945
AMZ2	17q24.2	51321	ENSG00000196704
AMZ2P1	17q24.1	201283	ENSG00000214174
AMZ2P2	6q25.3	100421018	ENSG00000219249
ANAPC1	2q13	64682	ENSG00000153107
ANAPC1P1	2p11.2	100286979	ENSG00000233673
ANAPC1P2	2p11.2	285074	ENSG00000231259
ANAPC1P3	2p11.2	100420889	ENSG00000230395
ANAPC1P4	2p11.2	730268	ENSG00000234231
ANAPC1P5	2p11.2	100420890	ENSG00000275597
ANAPC1P6	2q12.2	402096	ENSG00000235486
ANAPC2	9q34.3	29882	ENSG00000176248
ANAPC4	4p15.2	29945	ENSG00000053900
ANAPC5	12q24.31	51433	ENSG00000089053
ANAPC7	12q24.11	51434	ENSG00000196510
ANAPC10	4q31.21	10393	ENSG00000164162
ANAPC10P1	1p32.3	729198	ENSG00000213735
ANAPC11	17q25.3	51529	ENSG00000141552
ANAPC13	3q22.2	25847	ENSG00000129055
ANAPC15	11q13.4	25906	ENSG00000110200
ANAPC16	10q22.1	119504	ENSG00000166295
ANCR	15q11-q12		
ANG	14q11.2	283	ENSG00000214274
ANGEL1	14q24.3	23357	ENSG00000013523
ANGEL2	1q32.3	90806	ENSG00000174606
ANGPT1	8q23.1	284	ENSG00000154188
ANGPT2	8p23.1	285	ENSG00000091879
ANGPT4	20p13	51378	ENSG00000101280
ANGPTL1	1q25.2	9068	ENSG00000116194
ANGPTL2	9q33.3	23452	ENSG00000136859
ANGPTL3	1p31.3	27329	ENSG00000132855
ANGPTL4	19p13.2	51129	ENSG00000167772
ANGPTL5	11q22.1	253935	ENSG00000187151
ANGPTL6	19p13.2	83854	ENSG00000130812
ANGPTL7	1p36.22	10218	ENSG00000171819
ANGPTL8	19p13.2	55908	ENSG00000130173
ANHX	12q24.33	647589	ENSG00000227059
ANK1	8p11.21	286	ENSG00000029534
ANK2	4q25-q26	287	ENSG00000145362
ANK2-AS1	4q25	105377373	ENSG00000248152
ANK3	10q21.2	288	ENSG00000151150
ANK3-DT	10q21.2	105378320	ENSG00000254271
ANKAR	2q32.2	150709	ENSG00000151687
ANKDD1A	15q22.31	348094	ENSG00000166839
ANKDD1B	5q13.3	728780	ENSG00000189045
ANKEF1	20p12.2	63926	ENSG00000132623
ANKFN1	17q22	162282	ENSG00000153930
ANKFY1	17p13.2	51479	ENSG00000185722
ANKH	5p15.2	56172	ENSG00000154122
ANKHD1	5q31.3	54882	ENSG00000131503
ANKHD1-EIF4EBP3	5q31.3	404734	ENSG00000254996
ANKIB1	7q21.2	54467	ENSG00000001629
ANKK1	11q23.2	255239	ENSG00000170209
ANKLE1	19p13.11	126549	ENSG00000160117
ANKLE2	12q24.33	23141	ENSG00000176915
ANKMY1	2q37.3	51281	ENSG00000144504
ANKMY2	7p21.1	57037	ENSG00000106524
ANKRA2	5q13.2	57763	ENSG00000164331
ANKRD1	10q23.31	27063	ENSG00000148677
ANKRD2	10q24.2	26287	ENSG00000165887
ANKRD6	6q15	22881	ENSG00000135299
ANKRD7	7q31.31	56311	ENSG00000106013
ANKRD9	14q32.31	122416	ENSG00000156381
ANKRD10	13q34	55608	ENSG00000088448
ANKRD10-IT1	13q34	100505494	ENSG00000229152
ANKRD11	16q24.3	29123	ENSG00000167522
ANKRD12	18p11.22	23253	ENSG00000101745
ANKRD13A	12q24.11	88455	ENSG00000076513
ANKRD13B	17q11.2	124930	ENSG00000198720
ANKRD13C	1p31.1	81573	ENSG00000118454
ANKRD13D	11q13.2	338692	ENSG00000172932
ANKRD16	10p15.1	54522	ENSG00000134461
ANKRD17	4q13.3	26057	ENSG00000132466
ANKRD18A	9p13.1	253650	ENSG00000180071
ANKRD18B	9p13.3	441459	ENSG00000230453
ANKRD18CP	9q22.33	101926917	ENSG00000159712
ANKRD18DP	3q29	348840	ENSG00000226435
ANKRD18EP	6p21.2	100131031	ENSG00000217165
ANKRD19P	9q22.31	138649	ENSG00000187984
ANKRD20A1	9q21.11	84210	ENSG00000260691
ANKRD20A2P	9p11.2	441430	ENSG00000183148
ANKRD20A3P	9q21.11	441425	ENSG00000276203
ANKRD20A4P	9q13	728747	ENSG00000172014
ANKRD20A5P	18p11.21	440482	ENSG00000186481
ANKRD20A6P	Yq11.21	728157	ENSG00000274502
ANKRD20A7P	9p11.1	653436	ENSG00000236816
ANKRD20A8P	2q11.1	729171	ENSG00000229089
ANKRD20A9P	13q11	284232	ENSG00000206192
ANKRD20A10P	13q12.12	100421422	ENSG00000226695
ANKRD20A11P	21q11.2	391267	ENSG00000215559
ANKRD20A12P	4	100874392	
ANKRD20A13P	1q21.1	100132733	
ANKRD20A14P	unplaced	100533719	
ANKRD20A15P	1q21.1	100533720	
ANKRD20A16P	21p11.2	100421427	
ANKRD20A17P	4p11	100421363	ENSG00000251056
ANKRD20A18P	21q11.2	391269	ENSG00000249493
ANKRD20A19P	13q12.12	400110	ENSG00000196593
ANKRD20A20P	9q21.11	728788	
ANKRD20A21P	20q11.21	102723552	ENSG00000277112
ANKRD22	10q23.31	118932	ENSG00000152766
ANKRD23	2q11.2	200539	ENSG00000163126
ANKRD24	19p13.3	170961	ENSG00000089847
ANKRD26	10p12.1	22852	ENSG00000107890
ANKRD26P1	16q11.2	124149	ENSG00000261239
ANKRD26P2	13q13.3	646929	ENSG00000235550
ANKRD26P3	13q12.11	100101938	ENSG00000237636
ANKRD26P4	13q12.3	100873882	ENSG00000229427
ANKRD27	19q13.11	84079	ENSG00000105186
ANKRD28	3p25.1	23243	ENSG00000206560
ANKRD29	18q11.2	147463	ENSG00000154065
ANKRD30A	10p11.21	91074	ENSG00000148513
ANKRD30B	18p11.21	374860	ENSG00000180777
ANKRD30BL	2q21.2	554226	ENSG00000163046
ANKRD30BP1	21q11.2	642460	ENSG00000175302
ANKRD30BP2	21q11.2	149992	ENSG00000224309
ANKRD30BP3	10q11.21	338579	ENSG00000230501
ANKRD31	5q13.3	256006	ENSG00000145700
ANKRD33	12q13.13	341405	ENSG00000167612
ANKRD33B	5p15.2	651746	ENSG00000164236
ANKRD33B-AS1	5p15.2		ENSG00000250106
ANKRD34A	1q21.1	284615	ENSG00000272031
ANKRD34B	5q14.1	340120	ENSG00000189127
ANKRD34C	15q25.1	390616	ENSG00000235711
ANKRD34C-AS1	15q25.1	729911	ENSG00000259234
ANKRD35	1q21.1	148741	ENSG00000198483
ANKRD36	2q11.2	375248	ENSG00000135976
ANKRD36B	2q11.2	57730	ENSG00000196912
ANKRD36BP1	1q24.2	84832	ENSG00000214262
ANKRD36BP2	2p11.2	645784	ENSG00000230006
ANKRD36C	2q11.1	400986	ENSG00000174501
ANKRD36P1	Yq11.23	100132420	ENSG00000188399
ANKRD37	4q35.1	353322	ENSG00000186352
ANKRD39	2q11.2	51239	ENSG00000213337
ANKRD40	17q21.33	91369	ENSG00000154945
ANKRD40CL	17q21.33	55018	ENSG00000167117
ANKRD42	11q14.1	338699	ENSG00000137494
ANKRD44	2q33.1	91526	ENSG00000065413
ANKRD44-AS1	2q33.1	101927596	ENSG00000231621
ANKRD44-IT1	2q33.1	101927547	ENSG00000236977
ANKRD45	1q25.1	339416	ENSG00000183831
ANKRD46	8q22.3	157567	ENSG00000186106
ANKRD49	11q21	54851	ENSG00000168876
ANKRD49P1	2q36.2	100419814	ENSG00000228446
ANKRD49P2	12p11.21		ENSG00000225349
ANKRD49P3	5q31.1	391834	ENSG00000248616
ANKRD49P4	7q31.2	100130680	ENSG00000214684
ANKRD50	4q28.1	57182	ENSG00000151458
ANKRD52	12q13.3	283373	ENSG00000139645
ANKRD53	2p13.3	79998	ENSG00000144031
ANKRD54	22q13.1	129138	ENSG00000100124
ANKRD54P1	10q11.21	100419962	ENSG00000236442
ANKRD55	5q11.2	79722	ENSG00000164512
ANKRD60	20q13.32	140731	ENSG00000124227
ANKRD61	7p22.1	100310846	ENSG00000157999
ANKRD62	18p11.21	342850	ENSG00000181626
ANKRD62P1	22q11.1		ENSG00000259271
ANKRD62P1-PARP4P3	22q11.1	23783	ENSG00000189295
ANKRD63	15q15.1	100131244	ENSG00000230778
ANKRD65	1p36.33	441869	ENSG00000235098
ANKRD66	6p12.3	100287718	ENSG00000230062
ANKS1A	6p21.31	23294	ENSG00000064999
ANKS1B	12q23.1	56899	ENSG00000185046
ANKS3	16p13.3	124401	ENSG00000168096
ANKS4B	16p12.2	257629	ENSG00000175311
ANKS6	9q22.33	203286	ENSG00000165138
ANKUB1	3q25.1	389161	ENSG00000206199
ANKZF1	2q35	55139	ENSG00000163516
ANLN	7p14.2	54443	ENSG00000011426
ANO1	11q13.3	55107	ENSG00000131620
ANO1-AS1	11q13.3		ENSG00000254902
ANO2	12p13.31	57101	ENSG00000047617
ANO3	11p14.2	63982	ENSG00000134343
ANO3-AS1	11p14.2	105376599	ENSG00000254819
ANO4	12q23.1	121601	ENSG00000151572
ANO5	11p14.3	203859	ENSG00000171714
ANO6	12q12	196527	ENSG00000177119
ANO7	2q37.3	50636	ENSG00000146205
ANO7L1	1p36.13	101927546	ENSG00000237276
ANO8	19p13.11	57719	ENSG00000074855
ANO9	11p15.5	338440	ENSG00000185101
ANO10	3p22.1-p21.33	55129	ENSG00000160746
ANOS1	Xp22.31	3730	ENSG00000011201
ANOS2P	Yq11.221	3734	ENSG00000241859
ANP32A	15q23	8125	ENSG00000140350
ANP32A-IT1	15q23	80035	
ANP32AP1	15q14	723972	ENSG00000259516
ANP32B	9q22.33	10541	ENSG00000136938
ANP32BP1	15q24.2	646791	ENSG00000259790
ANP32BP2	22q13.31	100130708	ENSG00000231801
ANP32BP3	15q25.1	100652899	ENSG00000259461
ANP32C	4q32.3	23520	ENSG00000248546
ANP32D	12q13.11	23519	ENSG00000139223
ANP32E	1q21.2	81611	ENSG00000143401
ANPEP	15q26.1	290	ENSG00000166825
ANTKMT	16p13.3	65990	ENSG00000103254
ANTXR1	2p13.3	84168	ENSG00000169604
ANTXR2	4q21.21	118429	ENSG00000163297
ANTXRL	10q11.22	195977	ENSG00000274209
ANTXRLP1	10q11.22	100996567	ENSG00000263482
ANXA1	9q21.13	301	ENSG00000135046
ANXA2	15q22.2	302	ENSG00000182718
ANXA2P1	4q31.3	303	
ANXA2P2	9p13.3	304	ENSG00000231991
ANXA2P3	10q21.3	305	ENSG00000216740
ANXA2R	5p12	389289	ENSG00000177721
ANXA3	4q21.21	306	ENSG00000138772
ANXA4	2p13.3	307	ENSG00000196975
ANXA5	4q27	308	ENSG00000164111
ANXA6	5q33.1	309	ENSG00000197043
ANXA7	10q22.2	310	ENSG00000138279
ANXA8	10q11.22	653145	ENSG00000265190
ANXA8L1	10q11.22	728113	ENSG00000264230
ANXA9	1q21.3	8416	ENSG00000143412
ANXA10	4q32.3	11199	ENSG00000109511
ANXA11	10q22.3	311	ENSG00000122359
ANXA13	8q24.13	312	ENSG00000104537
AOAH	7p14.2	313	ENSG00000136250
